zone,state,lga,sector,ea,hhid,source_cd,s7q1
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150021,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150021,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150027,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150027,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150027,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150027,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150027,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150028,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150028,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150028,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150028,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150028,8. PENSION,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150030,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150030,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150030,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150030,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150030,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150062,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150062,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150062,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150062,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150062,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150063,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150063,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150063,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150063,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150063,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150065,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150065,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150065,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150065,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150065,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150066,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150066,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150066,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150066,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150066,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150069,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150069,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150069,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150069,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150069,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150070,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150070,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150070,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150070,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150070,8. PENSION,2. NO
1. North Central,25. Nasarawa,2504. KARU,1. Urban,0,150071,4. REMITTANCES FROM ABROAD,2. NO
1. North Central,25. Nasarawa,2504. KARU,1. Urban,0,150071,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
1. North Central,25. Nasarawa,2504. KARU,1. Urban,0,150071,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
1. North Central,25. Nasarawa,2504. KARU,1. Urban,0,150071,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
1. North Central,25. Nasarawa,2504. KARU,1. Urban,0,150071,8. PENSION,2. NO
2. North East,15. Gombe,1501. AKKO,2. Rural,0,150072,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1501. AKKO,2. Rural,0,150072,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1501. AKKO,2. Rural,0,150072,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1501. AKKO,2. Rural,0,150072,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1501. AKKO,2. Rural,0,150072,8. PENSION,2. NO
2. North East,34. Taraba,3407. JALINGO,1. Urban,0,150073,4. REMITTANCES FROM ABROAD,2. NO
2. North East,34. Taraba,3407. JALINGO,1. Urban,0,150073,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,34. Taraba,3407. JALINGO,1. Urban,0,150073,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,34. Taraba,3407. JALINGO,1. Urban,0,150073,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,34. Taraba,3407. JALINGO,1. Urban,0,150073,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150077,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150077,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150077,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150077,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150077,8. PENSION,1. YES
2. North East,15. Gombe,1508. KWAMI,2. Rural,0,150079,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1508. KWAMI,2. Rural,0,150079,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1508. KWAMI,2. Rural,0,150079,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1508. KWAMI,2. Rural,0,150079,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1508. KWAMI,2. Rural,0,150079,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150080,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150080,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150080,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150080,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,148,150080,8. PENSION,1. YES
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159002,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159002,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159002,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159002,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159002,8. PENSION,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159003,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159003,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159003,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159003,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159003,8. PENSION,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159004,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159004,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159004,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159004,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159004,8. PENSION,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159006,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159006,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159006,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159006,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159006,8. PENSION,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159012,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159012,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159012,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159012,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1502. BALANGA,2. Rural,1386,159012,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159016,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159016,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159016,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159016,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159016,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159018,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159018,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159018,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159018,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,864,159018,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159025,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159025,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159025,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159025,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159025,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159027,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159027,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159027,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159027,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159027,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159034,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159034,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159034,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159034,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159034,8. PENSION,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159035,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159035,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159035,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159035,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1503. BILLIRI,2. Rural,1076,159035,8. PENSION,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159037,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159037,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159037,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159037,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159037,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159039,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159039,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159039,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159039,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159039,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159040,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159040,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159040,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159040,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159040,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159043,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159043,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159043,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159043,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159043,8. PENSION,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159045,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159045,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159045,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159045,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,244,159045,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159048,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159048,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159048,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159048,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159048,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159050,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159050,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159050,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159050,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159050,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159051,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159051,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159051,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159051,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159051,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159052,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159052,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159052,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159052,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159052,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159055,4. REMITTANCES FROM ABROAD,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159055,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159055,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159055,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159055,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159059,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159059,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159059,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159059,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,458,159059,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159061,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159061,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159061,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159061,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159061,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159062,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159062,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159062,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159062,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159062,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159063,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159063,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159063,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159063,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159063,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159064,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159064,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159064,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159064,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159064,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159065,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159065,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159065,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159065,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159065,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159066,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159066,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159066,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159066,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159066,8. PENSION,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159071,4. REMITTANCES FROM ABROAD,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159071,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,15. Gombe,1506. GOMBE,1. Urban,1328,159071,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
