zone,state,lga,sector,ea,hhid,interviewer_id,wt_round6,wt_r6panel,s2q0a,s2q0b,s3aq1,s3aq2,s3aq3,s3aq4,s3aq5,s3aq6__1,s3aq6__2,s3aq6__3,s3aq7,s3aq8__1,s3aq8__2,s3aq8__3,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,s6q8c1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,filter,s5cq4__1,s5cq4__2,s5cq4__3,s5cq4__4,s5cq4__5,s5cq4__6,s5cq4__7,s5cq4__8,s5cq4__9,s5cq4__10,s5cq4__11,s5cq4__99,s5cq4__98,s9aq1,s9aq2,s9aq3__1,s9aq3__2,s9aq3__3,s9aq3__4,s9aq3__5,s9aq3__6,s9aq3__96,s9aq3_os,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
6. South West,13. Ekiti,1316. OYE,1. Urban,1236,139120,22,3384.780282031094,3029.718265546355,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,16,28,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-09T09:04:15
6. South West,13. Ekiti,1316. OYE,1. Urban,1236,139123,8,3546.5004122198357,3787.672554767771,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1,1,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",48,48,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,1. YES,1,1,1,1,0,1,0,0,0,0,0,0,0,2. NO,2. NO,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,4. YORUBA,,1. YES,1,2020-10-16T08:57:50
6. South West,13. Ekiti,1316. OYE,1. Urban,1236,139124,8,2747.0573354303033,2920.1218395636897,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",30,30,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-10-09T10:04:31
6. South West,13. Ekiti,1316. OYE,1. Urban,1236,139130,22,3645.372667787981,3461.0550260681994,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,4. CONSTRUCTION,1. In your own non-farm business,,54,54,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-09T09:21:30
6. South West,13. Ekiti,1310. IKERE,1. Urban,762,139145,22,62804.3966564912,62783.56234008284,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,16.5,30,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-11T19:52:46
6. South West,13. Ekiti,1310. IKERE,1. Urban,762,139148,5,12695.998345214677,14320.659948871868,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,60,60,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-16T15:30:06
6. South West,13. Ekiti,1310. IKERE,1. Urban,762,139149,14,11337.885577016432,13774.203719258767,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",5. As an employee for the government,,39,39,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,1,1,1,1,1,0,0,0,0,1. YES,3. NOT SURE,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-10-10T20:15:11
6. South West,13. Ekiti,1310. IKERE,1. Urban,762,139150,8,22907.139257792394,32286.244928974113,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-13T21:32:42
6. South West,13. Ekiti,1310. IKERE,1. Urban,762,139152,14,12469.996587620564,13255.60588239108,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,5. As an employee for the government,,60,60,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-10-13T15:11:51
6. South West,13. Ekiti,1310. IKERE,1. Urban,762,139156,8,12077.500607663467,12435.825166942044,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",5. As an employee for the government,,40,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,1,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,1,1. COMPLETE,1,4. YORUBA,,1. YES,0,2020-10-17T12:19:24
4. South East,14. Enugu,1401. ANINIRI,2. Rural,1116,140004,6,31610.79020951354,34533.14214435471,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",60,72,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,0,0,0,0,0,0,0,0,1,0,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-18T14:31:33
4. South East,14. Enugu,1408. IGBO-EZE NORTH,2. Rural,1996,140021,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-10-24T13:26:14
4. South East,14. Enugu,1408. IGBO-EZE NORTH,2. Rural,1996,140023,15,2195.490089224636,2504.5451170621504,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,24,24,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,0,0,1,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-12T09:18:51
4. South East,14. Enugu,1408. IGBO-EZE NORTH,2. Rural,1996,140024,2,7926.121134572665,9009.77678239849,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,9,9,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,2,5. IGBO,,,0,2020-10-14T11:05:27
4. South East,14. Enugu,1408. IGBO-EZE NORTH,2. Rural,1996,140027,15,3424.5381490835525,3915.3848060407076,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,2. NO,12. NOT FARMING SEASON,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,66,66,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,4. No revenue from sales currently,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1,1,1,1,0,0,1,1,1,1,1,0,0,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,1,2020-10-14T15:47:18
4. South East,14. Enugu,1408. IGBO-EZE NORTH,2. Rural,1996,140030,15,6046.923144390953,6829.11753183599,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,24,24,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,1,0,1,1,0,0,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-15T13:17:06
4. South East,14. Enugu,1406. EZEAGU,2. Rural,694,140062,15,21044.20609426676,19268.787595242276,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",12,16,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,0,1,0,0,0,0,1,0,0,0,0,1. YES,2. NO,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-12T15:44:56
4. South East,14. Enugu,1406. EZEAGU,2. Rural,694,140066,6,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",36,36,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. PARTIALLY COMPLETE,,,,,,2020-10-24T13:24:35
4. South East,14. Enugu,1406. EZEAGU,2. Rural,694,140069,15,13295.031232065037,15270.886975435382,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,36,56,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,0,0,0,0,0,0,1,"The respondent said he will not take any vaccine, that he doesn't believe covid-19 is real.",1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-11T17:54:28
4. South East,14. Enugu,1413. NSUKKA,2. Rural,670,140072,15,9669.193911696386,8567.436226999554,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,16,20,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,2. NO,2. NO,0,0,0,0,0,1,1,"The respondent said God is protecting her, so she doesn't need any vaccine.",1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-13T17:59:31
4. South East,14. Enugu,1413. NSUKKA,2. Rural,670,140078,2,18706.51004647987,18784.96913945389,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",1,6,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-09T20:00:35
4. South East,14. Enugu,1413. NSUKKA,2. Rural,670,140079,2,5280.593867535952,6302.931419004034,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",20,20,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,1. YES,1,1,1,1,0,1,1,1,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-12T15:29:01
4. South East,14. Enugu,1410. ISI-UZO,2. Rural,236,140084,15,10780.714086679784,14556.086854779203,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",6,6,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,1,0,0,1,0,0,1,0,0,0,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,5. IGBO,,,0,2020-10-12T16:06:33
4. South East,14. Enugu,1410. ISI-UZO,2. Rural,236,140086,2,20468.183452857833,23266.584110990134,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",4,4,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,3. NOT SURE,2. NO,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-12T12:37:51
4. South East,14. Enugu,1410. ISI-UZO,2. Rural,236,140087,6,12878.26869822284,14488.551124686473,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",36,36,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,1. YES,1,0,1,1,1,0,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-12T20:27:35
4. South East,14. Enugu,1410. ISI-UZO,2. Rural,236,140089,6,24568.975420414674,29892.84494108504,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,6,6,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,1,0,1,1,1,0,0,1,0,0,1. YES,2. NO,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-10T07:56:39
4. South East,14. Enugu,1410. ISI-UZO,2. Rural,236,140090,2,19800.013117300437,26178.454018204768,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",48,48,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,0,1,1,1,0,1,0,0,0,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-11T19:14:24
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,15,4721.146952594618,5344.797484026073,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,66,66,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,0,0,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-13T19:18:12
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140126,6,6547.65993723088,,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,24,24,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-21T17:16:25
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140127,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-10-24T18:56:15
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,2,34218.7539920933,30624.132271597522,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,0,1,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",34.5,23,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,1,1,1,1,1,1,1,0,0,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-10-09T18:18:12
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,15,13715.792217791655,14025.215939624912,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,0,1,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",4. As an employee for a private company or another individual (not household member),,60,60,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,3. NOT SURE,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-11T21:21:34
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,15,19559.90942902248,24123.248980408407,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1,1,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,12,18,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,2. NO,3. NOT SURE,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-10T18:32:20
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,2,10726.875007872353,13773.279405325698,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",1. Only for sale,30,30,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-14T09:33:02
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,6,9657.385476887013,10862.554761345527,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",21,50,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,0,0,1,1,0,0,0,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-16T13:41:27
