zone,state,lga,sector,ea,hhid,shock_cd,shock_cd_os,s10q1,s10q3__1,s10q3__6,s10q3__7,s10q3__8,s10q3__9,s10q3__11,s10q3__12,s10q3__13,s10q3__14,s10q3__15,s10q3__16,s10q3__17,s10q3__18,s10q3__19,s10q3__20,s10q3__21,s10q3__96,s10q3_os
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,They are managing.
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,They are managing
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,They are managing
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
4. South East,14. Enugu,1416. UDI,2. Rural,2314,140124,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,5. Job loss,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,12. Increase in price of major food items consumed,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149002,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149005,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sold at any market price
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149007,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149008,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we design something that looks like a human being to scare the aminals away  and also buy drugs to kill the ants too
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,reduce the  quantity we  buy
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,386,149011,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,12. Increase in price of major food items consumed,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149013,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rely on farm produce
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sold farm produce at any price.
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149016,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,5. Job loss,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sold farmland produce at any price
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,12. Increase in price of major food items consumed,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149017,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1401. ANINIRI,2. Rural,746,149019,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,reduce quantity of goods purchase
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149044,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,increase the money i drop of food
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149045,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149046,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,miracle of God
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,306,149047,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,buy the little i can
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149049,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,5. Job loss,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,6. Nonfarm business closure,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149055,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,"1. Illness, injury, or death of income earning member of household",,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,6. Nonfarm business closure,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,12. Increase in price of major food items consumed,,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,2. Rural,944,149056,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we fortified our house
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,buy at market price
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149061,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we buy the ones we can afford
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149063,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,5. Job loss,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,14. Enugu,1403. ENUGU EAST,1. Urban,1418,149065,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
